timestamp,audio_db
2026-06-26 12:23:06,41.94623836704872
2026-06-26 12:23:07,40.57647582199025
2026-06-26 12:23:08,43.424479788347135
2026-06-26 12:23:09,42.702476921307834
2026-06-26 12:23:10,49.66417385866407
2026-06-26 12:23:11,45.57708826250044
2026-06-26 12:23:12,43.47277039030507
2026-06-26 12:23:13,45.80467600993696
2026-06-26 12:23:14,41.391967013456956
2026-06-26 12:23:15,44.44043749202203
2026-06-26 12:23:16,46.26234321421064
2026-06-26 12:23:17,44.88897831792451
2026-06-26 12:23:18,44.01778800654324
2026-06-26 12:23:19,49.938483888996984
2026-06-26 12:23:20,48.80314762148927
2026-06-26 12:23:21,46.2340595815944
2026-06-26 12:23:22,45.69377361182283
2026-06-26 12:23:23,46.20660479824584
2026-06-26 12:23:24,42.01312107822433
2026-06-26 12:23:25,43.951377432643184
2026-06-26 12:23:26,40.39459532890899
2026-06-26 12:23:27,44.755460374868264
2026-06-26 12:23:28,45.43024583957663
2026-06-26 12:23:29,42.2774973610321
2026-06-26 12:23:30,49.64028847165514
2026-06-26 12:23:31,49.094546109372416
2026-06-26 12:23:32,47.221432354559056
2026-06-26 12:23:33,45.33386628765363
2026-06-26 12:23:34,48.69969159647685
2026-06-26 12:23:35,41.30652343823463
2026-06-26 12:23:36,47.90509794274885
2026-06-26 12:23:37,41.248208139668485
2026-06-26 12:23:38,47.942106625494056
2026-06-26 12:23:39,42.75767568251357
2026-06-26 12:23:40,48.77090581018189
2026-06-26 12:23:41,49.44042093825398
2026-06-26 12:23:42,41.487959694051156
2026-06-26 12:23:43,44.62675605065394
2026-06-26 12:23:44,49.80987378162685
2026-06-26 12:23:45,44.83407435973147
2026-06-26 12:23:46,48.635475225145456
2026-06-26 12:23:47,45.8873152213132
2026-06-26 12:23:48,43.75329907919602
2026-06-26 12:23:49,42.8578355552587
2026-06-26 12:23:50,42.032230910860875
2026-06-26 12:23:51,47.61798191377697
2026-06-26 12:23:52,43.86540506823028
2026-06-26 12:23:53,45.112754622007515
2026-06-26 12:23:54,44.92325480001182
2026-06-26 12:23:55,45.772790292331315
2026-06-26 12:23:56,48.655771456245525
2026-06-26 12:23:57,49.80739343583429
2026-06-26 12:23:58,44.07584208573817
2026-06-26 12:23:59,48.27518922106303
2026-06-26 12:24:00,47.645277946547175
2026-06-26 12:24:01,45.73528951455573
2026-06-26 12:24:02,49.56047143611933
2026-06-26 12:24:03,42.00474515528403
2026-06-26 12:24:04,41.09264210309622
2026-06-26 12:24:05,48.53961966955422
2026-06-26 12:24:06,44.391498166337485
2026-06-26 12:24:07,48.46968854207061
2026-06-26 12:24:08,48.93090205195415
2026-06-26 12:24:09,40.624575936190716
2026-06-26 12:24:10,48.834647629860605
2026-06-26 12:24:11,44.48319055369422
2026-06-26 12:24:12,45.10432489004232
2026-06-26 12:24:13,46.2659251109321
2026-06-26 12:24:14,49.26382606730087
2026-06-26 12:24:15,40.19116094429764
2026-06-26 12:24:16,44.76843468317817
2026-06-26 12:24:17,46.877220424305605
2026-06-26 12:24:18,47.22706957698229
2026-06-26 12:24:19,46.92532431537108
2026-06-26 12:24:20,41.34435129408122
2026-06-26 12:24:21,42.993955883716815
2026-06-26 12:24:22,43.587155254170135
2026-06-26 12:24:23,48.04437207679505
2026-06-26 12:24:24,42.78759872414553
2026-06-26 12:24:25,42.10704963867203
2026-06-26 12:24:26,49.57448019038096
2026-06-26 12:24:27,40.08863285113469
2026-06-26 12:24:28,49.97820855681978
2026-06-26 12:24:29,46.76821298857396
2026-06-26 12:24:30,48.28469299449117
2026-06-26 12:24:31,42.94619396346193
2026-06-26 12:24:32,40.1431527766706
2026-06-26 12:24:33,47.3786951856153
2026-06-26 12:24:34,48.34144597000676
2026-06-26 12:24:35,73.0965722519544
2026-06-26 12:24:36,41.428502873008384
2026-06-26 12:24:37,47.534279222569694
2026-06-26 12:24:38,47.68922782107641
2026-06-26 12:24:39,46.585405156700546
2026-06-26 12:24:40,47.661159327955865
2026-06-26 12:24:41,48.45921439677732
2026-06-26 12:24:42,46.13604114237458
2026-06-26 12:24:43,40.88604713969679
2026-06-26 12:24:44,44.87627809667211
2026-06-26 12:24:45,40.77649334671605
2026-06-26 12:24:46,44.07543031032431
2026-06-26 12:24:47,44.07106489125628
2026-06-26 12:24:48,40.66009844140242
2026-06-26 12:24:49,43.488205339694794
2026-06-26 12:24:50,41.10998098791315
2026-06-26 12:24:51,48.08235210009222
2026-06-26 12:24:52,49.47688025964471
2026-06-26 12:24:53,40.723164752579386
2026-06-26 12:24:54,49.55115207291701
2026-06-26 12:24:55,45.22576599336745
2026-06-26 12:24:56,42.99565677953874
2026-06-26 12:24:57,40.768620752761635
2026-06-26 12:24:58,45.006242680704176
2026-06-26 12:24:59,47.945155444907485
2026-06-26 12:25:00,60.19786251929077
2026-06-26 12:25:01,60.964185678293056
2026-06-26 12:25:02,58.96414394737959
