timestamp,eye_gaze_angle,head_pose_x,head_pose_y,face_detected
2026-06-26 12:23:06,2.4835707650561636,2.2709658499360557,0.3756735079437218,1
2026-06-26 12:23:07,-0.6913215058559232,-2.7664959725328764,-1.2882166233757588,1
2026-06-26 12:23:08,3.2384426905034625,2.6088177603169806,0.36689250909685134,1
2026-06-26 12:23:09,7.615149282040127,4.066913576414853,1.6298940871091636,1
2026-06-26 12:23:10,-1.1707668736166799,1.2403047096711026,0.146580210977113,1
2026-06-26 12:23:11,-1.1706847847459028,5.630387437674198,0.12177507361164715,1
2026-06-26 12:23:12,7.896064077536957,-2.321367597310719,-2.1059750634202663,1
2026-06-26 12:23:13,3.837173645764544,-3.7339641099342513,-1.9887027526528445,1
2026-06-26 12:23:14,-2.3473719296747606,-5.336160746712836,-4.207815815399081,1
2026-06-26 12:23:15,2.712800217929823,4.488132934467549,5.2487302295608185,1
2026-06-26 12:23:16,-2.3170884640623113,1.9630969690621733,-3.731589706173855,1
2026-06-26 12:23:17,-2.328648767851284,-0.1667540127313652,-2.078715593387722,1
2026-06-26 12:23:18,1.2098113578301706,0.8399058789594609,-2.1552217967075924,1
2026-06-26 12:23:19,-9.56640122328899,-3.3764671418951293,2.6847731308333236,1
2026-06-26 12:23:20,-8.624589162565163,7.337255938850479,-0.8848490348760834,1
2026-06-26 12:23:21,-2.8114376462048636,0.38766354592568253,3.7432262180212015,1
2026-06-26 12:23:22,-5.064155601672119,0.3281843838146787,-2.020471872731606,1
2026-06-26 12:23:23,1.5712366629763694,2.177299871696076,0.836982486671406,1
2026-06-26 12:23:24,-4.540120377606055,1.4430276952101397,-2.506041159779272,1
2026-06-26 12:23:25,-7.061518506676458,0.6716520728373941,6.435447383320165,1
2026-06-26 12:23:26,7.32824384460777,-2.371423366335936,-3.5627952570885384,1
2026-06-26 12:23:27,-1.1288815024326784,1.4144050714079872,0.9294621306810825,1
2026-06-26 12:23:28,0.3376410234396192,5.646073489425101,1.9013306427962955,1
2026-06-26 12:23:29,-7.1237409310672835,4.036260138464933,1.2413972923544947,1
2026-06-26 12:23:30,-2.7219136226259133,4.779559879918191,-0.5558629766331249,1
2026-06-26 12:23:31,0.5546129485493304,-1.5336470292935553,-0.3894620992002785,1
2026-06-26 12:23:32,-5.754967887111514,-2.9688144607757425,0.1314344159373288,1
2026-06-26 12:23:33,1.8784900917283598,-0.37736076029894444,-0.4410060048854658,1
2026-06-26 12:23:34,-3.0031934495940247,0.1671747368660838,2.891637350384729,1
2026-06-26 12:23:35,-1.458468748966384,3.282574555412846,6.631569004774054,1
2026-06-26 12:23:36,-3.0085330611469847,-5.077393889144458,-1.6724753550235008,1
2026-06-26 12:23:37,9.261390922544688,4.588650958381841,-4.109408938737234,1
2026-06-26 12:23:38,-0.06748612368966961,-0.47402369573696823,-0.26484614505376447,1
2026-06-26 12:23:39,-5.288554644779502,-1.28064320984226,7.739128012962956,1
2026-06-26 12:23:40,4.112724560515945,-3.0363131257805023,-2.4110237039091924,1
2026-06-26 12:23:41,-6.104218249855111,-4.9645700155973085,4.917350416332202,1
2026-06-26 12:23:42,1.044317975023777,2.4695117518857437,5.033102442229322,1
2026-06-26 12:23:43,-9.798350619398878,0.21995390156521166,-1.6607647251239839,1
2026-06-26 12:23:44,-6.640930244492153,-3.8698826992231616,1.706949237555826,1
